"date","prec","tmin","tmax","bullet","color","um"
"Lun 1","20.0","12.5","18.8","https://www.3bmeteo.com/images/set_icone/7/3.png","#1461A1","mm"
"Mar 2","10.0","9.0","15.1","https://www.3bmeteo.com/images/set_icone/7/3.png","#1461A1","mm"
"Mer 3","30.0","10.2","16.2","https://www.3bmeteo.com/images/set_icone/7/4.png","#1461A1","mm"
"Gio 4","8.0","9.4","16.2","https://www.3bmeteo.com/images/set_icone/7/4.png","#1461A1","mm"
"Ven 5","26.0","8.7","12.0","https://www.3bmeteo.com/images/set_icone/7/8.png","#1461A1","mm"
"Sab 6","10.0","7.3","15.2","https://www.3bmeteo.com/images/set_icone/7/3.png","#1461A1","mm"
"Dom 7","5.0","5.8","14.1","https://www.3bmeteo.com/images/set_icone/7/28.png","#1461A1","mm"
"Lun 8","0.0","2.8","12.0","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Mar 9","0.0","3.4","11.1","https://www.3bmeteo.com/images/set_icone/7/50.png","#1461A1","mm"
"Mer 10","0.0","3.5","13.2","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
"Gio 11","0.0","3.0","12.2","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Ven 12","0.0","0.2","13.2","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
"Sab 13","0.0","7.1","14.1","https://www.3bmeteo.com/images/set_icone/7/2.png","#1461A1","mm"
"Dom 14","0.0","8.8","15.2","https://www.3bmeteo.com/images/set_icone/7/49.png","#1461A1","mm"
"Lun 15","6.0","9.6","15.2","https://www.3bmeteo.com/images/set_icone/7/10.png","#1461A1","mm"
"Mar 16","39.0","7.4","12.3","https://www.3bmeteo.com/images/set_icone/7/56.png","#1461A1","mm"
"Mer 17","0.0","6.3","15.2","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Gio 18","0.0","5.7","15.1","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
"Ven 19","0.0","2.6","16.1","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
"Sab 20","0.0","5.7","13.2","https://www.3bmeteo.com/images/set_icone/7/49.png","#1461A1","mm"
"Dom 21","0.0","3.9","15.2","https://www.3bmeteo.com/images/set_icone/7/41.png","#1461A1","mm"
"Lun 22","0.0","2.7","15.0","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Mar 23","0.0","5.1","15.0","https://www.3bmeteo.com/images/set_icone/7/2.png","#1461A1","mm"
"Mer 24","0.0","7.2","13.0","https://www.3bmeteo.com/images/set_icone/7/49.png","#1461A1","mm"
"Gio 25","1.0","8.1","12.2","https://www.3bmeteo.com/images/set_icone/7/9.png","#1461A1","mm"
"Ven 26","1.0","3.9","13.4","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Sab 27","14.0","-1.1","9.0","https://www.3bmeteo.com/images/set_icone/7/3.png","#1461A1","mm"
"Dom 28","11.0","0.4","7.2","https://www.3bmeteo.com/images/set_icone/7/3.png","#1461A1","mm"
"Lun 29","0.0","0.1","7.1","https://www.3bmeteo.com/images/set_icone/7/44.png","#1461A1","mm"
"Mar 30","0.0","-0.1","3.1","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
"Mer 31","0.0","-2.9","3.3","https://www.3bmeteo.com/images/set_icone/7/1.png","#1461A1","mm"
